Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,description,target
28,male,2,own,quite rich,rich,939,12,car,"A 28 year old male, with a high skilled job, who owns his own home and has a lot of money in savings and current accounts, took out a loan of 939 euros for a car and has 12 months to pay it back.",good risk
20,female,2,own,little,moderate,1967,24,radio/TV,"A 20-year-old female who is skilled has her own home, a moderate checking account, and a little savings account, requested a $1967 loan for a radio/TV with a 24-month duration.",good risk
35,male,3,own,little,little,7253,33,car,"A 35-year-old male with a high-skilled job who owns his own home and has little in his savings and current accounts, has requested a car loan for 7253 euros with a 33-month duration.",good risk
42,male,3,own,little,little,2292,12,business,"A man, 42 years old, highly skilled, owns his house, with little savings and current accounts, requested a loan of 2292 for business purposes for 12 months.",good risk
40,male,1,rent,quite rich,little,1597,10,car,"A 40 year old male resident with a low income bank account, seeks a 1597 dollar loan for a car with a 10 month duration. He owns a rented house and has a high savings account.",good risk
35,female,2,own,little,little,1381,24,car,"A 35 years old woman, skilled, has her own house and has applied for a 1381€ loan for a car, with a 24 months duration.",good risk
35,male,2,own,little,little,5842,36,car,"A male, 35 years old, with a little savings and checking account, who is skilled and owns his home, requested a car loan for $5842, with a 36 month duration.",good risk
33,male,1,own,little,little,2579,12,car,"A 33 year old male with an unskilled job and his own home, who has a little in his savings and current accounts, has requested a 2579 credit for a car, with a duration of 12 months.",bad risk
23,female,2,rent,little,little,8471,18,education,A young woman with a skilled job who rents her home has requested an education loan. She has a small savings and current account and is requesting a loan of 8471 for 18 months.,good risk
31,female,3,own,quite rich,little,2782,21,car,"A 31 year old woman, highly skilled, who owns her home, has a large savings account and a small checking account, requested a 2782€ loan to buy a car for a 21 month period.",good risk
33,female,2,own,little,moderate,1042,18,car,"A 33 year old woman with a little savings and a moderate checking account, requested a loan of 1042 for a car. She has her own house and a skilled job.",good risk
20,female,2,rent,rich,little,3186,15,car,"A female with a high-skilled job and a high-savings account requested a small loan for a car, she is a tenant and has a small current account, the loan is for a short period of time.",good risk
30,male,2,own,little,moderate,2028,12,car,"The client is a 30 year old man with a moderate current account, little savings, skilled and owning his own home. He wants a 2028 credit to buy a car for 12 months.",good risk
47,male,1,own,little,moderate,958,12,car,"A 47 years old male with unskilled and resident job, has a car loan for 12 months, and a moderate current account, but little savings.",bad risk
34,male,3,own,moderate,little,1591,21,furniture/equipment,"A 34-year-old male with a high skill level, owns his own home, has a small current account, and a moderate savings account is requesting a loan of $1591 for furniture/equipment for a period of 21 months.",good risk
25,female,2,own,little,moderate,2762,12,furniture/equipment,A 25 year old female with a moderate current account and little savings has applied for a 2762 credit to buy furniture/equipment. She owns her house and has a skilled job.,good risk
21,male,2,rent,little,moderate,2779,18,car,A 21 year old male with a little savings and a moderate checking account requested a loan of $2779 for a car for 18 months. He is skilled.,good risk
29,male,2,own,little,little,2743,28,radio/TV,A 29 year old male with a skilled job who owns his home has applied for a loan of 2743 for a radio/TV and has little in savings and current accounts.,good risk
46,male,2,own,rich,little,1149,18,radio/TV,"The person is a 46 year old male, who is skilled and has his own house. He has a rich savings account, but little checking account. The loan amount is 1149 for 18 months for radio/TV.",good risk
20,male,2,own,little,little,1313,9,furniture/equipment,"The person is a 20 year old male with a little savings, requesting a loan of 1313 euros for furniture/equipment, with a duration of 9 months and a skilled job.",bad risk
55,female,0,free,little,little,1190,18,repairs,"A 55 year old woman who is unskilled and non-resident, with a small amount of savings and a small current account, is requesting a loan of 1190 for repairs, with a duration of 18 months.",bad risk
74,male,1,own,little,little,3448,5,business,"A 74 year old male, with an unskilled job, applied for a 3448 loan for business purposes. He owns his own home and has little savings or current accounts. The loan is for 5 months.",bad risk
29,male,3,own,little,moderate,11328,24,vacation/others,"A male of 29 years old, highly skilled, with a little saving account and a moderate checking account, requests a credit of 11328 for vacations/others, with a 24 month duration.",good risk
36,male,3,free,little,little,1872,6,furniture/equipment,"A 36 year old male, with high skilled job, living in free accommodation, with low savings and current accounts, requested a loan of 1872 for furniture/equipment with a duration of 6 months.",good risk
33,male,2,own,little,little,2058,24,repairs,"A 33 year old male who is highly skilled, owns his home, has little in savings and checking, has requested a $2058 loan for repairs.",good risk
25,male,2,own,little,little,2136,9,furniture/equipment,"A 25-year-old male with a highly skilled job, who owns his home, has a small savings and current account, and wants to borrow $2136 for furniture/equipment for 9 months.",good risk
25,male,2,own,little,moderate,1484,12,radio/TV,A 25 year old male with a skilled job who owns his own home has applied for a loan of 1484 for a radio/TV. He has moderate current account and little savings.,good risk
23,male,1,rent,quite rich,little,660,6,repairs,"A 23 years old male with a low-skilled job and quite rich savings, has requested a 660€ loan for repairs with a 6 months duration.",good risk
37,female,2,own,rich,little,1287,24,car,"A 37-year-old female with a rich savings account, a little checking account, and a highly skilled job, who owns her own home and is requesting a car loan for 1287 over 24 months, has a lower risk of defaulting on the loan.",good risk
65,male,0,own,little,little,3394,42,repairs,The credit applicant is a 65 year old male who is unskilled and non-resident. He owns his own home and has little in savings and checking accounts. He is applying for a loan of 3394 for repairs for a duration of 42 months.,bad risk
